
---------- Begin Simulation Statistics ----------
simSeconds                                   0.708216                       # Number of seconds simulated (Second)
simTicks                                 708216037000                       # Number of ticks simulated (Tick)
finalTick                                708216037000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   4198.28                       # Real time elapsed on the host (Second)
hostTickRate                                168692038                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    1705636                       # Number of bytes of host memory used (Byte)
simInsts                                   1656392069                       # Number of instructions simulated (Count)
simOps                                     1955770090                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   394541                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     465851                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu0.numCycles                       708216038                       # Number of cpu cycles simulated (Cycle)
system.cpu0.cpi                              0.426606                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu0.ipc                              2.344082                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu0.numWorkItemsStarted                     0                       # Number of work items this cpu started (Count)
system.cpu0.numWorkItemsCompleted                   0                       # Number of work items this cpu completed (Count)
system.cpu0.instsAdded                     2039752704                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu0.nonSpecInstsAdded                    2160                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu0.instsIssued                    2024657852                       # Number of instructions issued (Count)
system.cpu0.squashedInstsIssued                 27045                       # Number of squashed instructions issued (Count)
system.cpu0.squashedInstsExamined            83984773                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu0.squashedOperandsExamined        227160288                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu0.squashedNonSpecRemoved                117                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu0.numIssuedDist::samples          707673583                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::mean              2.861005                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::stdev             2.149041                       # Number of insts issued each cycle (Count)
system.cpu3.rename.serializeStallCycles             0                       # count of cycles rename stalled for serializing inst (Cycle)
system.cpu3.rename.serializing                      0                       # count of serializing insts renamed (Count)
system.cpu3.rename.tempSerializing                  0                       # count of temporary serializing insts renamed (Count)
system.cpu3.rename.skidInsts                        0                       # count of insts added to the skid buffer (Count)
system.cpu3.rob.reads                               0                       # The number of ROB reads (Count)
system.cpu3.rob.writes                              0                       # The number of ROB writes (Count)
system.cpu3.thread_0.numInsts                       0                       # Number of Instructions committed (Count)
system.cpu3.thread_0.numOps                         0                       # Number of Ops committed (Count)
system.cpu3.thread_0.numMemRefs                     0                       # Number of Memory References (Count)
system.cpu_clk_domain.clock                      1000                       # Clock period in ticks (Tick)
system.cpu_voltage_domain.voltage                   1                       # Voltage in Volts (Volt)
system.l2.demandHits::cpu0.inst               2425894                       # number of demand (read+write) hits (Count)
system.l2.demandHits::cpu0.data                 74015                       # number of demand (read+write) hits (Count)
system.l2.demandHits::total                   2499909                       # number of demand (read+write) hits (Count)
system.l2.overallHits::cpu0.inst              2425894                       # number of overall hits (Count)
system.l2.overallHits::cpu0.data                74015                       # number of overall hits (Count)
system.l2.overallHits::total                  2499909                       # number of overall hits (Count)
system.l2.demandMisses::cpu0.inst                 558                       # number of demand (read+write) misses (Count)
system.l2.demandMisses::cpu0.data                 901                       # number of demand (read+write) misses (Count)
system.l2.demandMisses::total                    1459                       # number of demand (read+write) misses (Count)
system.l2.overallMisses::cpu0.inst                558                       # number of overall misses (Count)
system.l2.overallMisses::cpu0.data                901                       # number of overall misses (Count)
system.l2.overallMisses::total                   1459                       # number of overall misses (Count)
system.l2.demandMissLatency::cpu0.inst       65182000                       # number of demand (read+write) miss ticks (Tick)
system.l2.demandMissLatency::cpu0.data      110378000                       # number of demand (read+write) miss ticks (Tick)
system.l2.demandMissLatency::total          175560000                       # number of demand (read+write) miss ticks (Tick)
system.l2.overallMissLatency::cpu0.inst      65182000                       # number of overall miss ticks (Tick)
system.l2.overallMissLatency::cpu0.data     110378000                       # number of overall miss ticks (Tick)
system.l2.overallMissLatency::total         175560000                       # number of overall miss ticks (Tick)
system.l2.demandAccesses::cpu0.inst           2426452                       # number of demand (read+write) accesses (Count)
system.l2.demandAccesses::cpu0.data             74916                       # number of demand (read+write) accesses (Count)
system.l2.demandAccesses::total               2501368                       # number of demand (read+write) accesses (Count)
system.l2.overallAccesses::cpu0.inst          2426452                       # number of overall (read+write) accesses (Count)
system.l2.overallAccesses::cpu0.data            74916                       # number of overall (read+write) accesses (Count)
system.l2.overallAccesses::total              2501368                       # number of overall (read+write) accesses (Count)
system.l2.demandMissRate::cpu0.inst          0.000230                       # miss rate for demand accesses (Ratio)
system.l2.demandMissRate::cpu0.data          0.012027                       # miss rate for demand accesses (Ratio)
system.l2.demandMissRate::total              0.000583                       # miss rate for demand accesses (Ratio)
system.l2.overallMissRate::cpu0.inst         0.000230                       # miss rate for overall accesses (Ratio)
system.l2.overallMissRate::cpu0.data         0.012027                       # miss rate for overall accesses (Ratio)
system.l2.overallMissRate::total             0.000583                       # miss rate for overall accesses (Ratio)
system.l2.demandAvgMissLatency::cpu0.inst 116813.620072                       # average overall miss latency in ticks ((Tick/Count))
system.l2.demandAvgMissLatency::cpu0.data 122506.104329                       # average overall miss latency in ticks ((Tick/Count))
system.l2.demandAvgMissLatency::total    120328.992461                       # average overall miss latency in ticks ((Tick/Count))
system.l2.overallAvgMissLatency::cpu0.inst 116813.620072                       # average overall miss latency ((Tick/Count))
system.l2.overallAvgMissLatency::cpu0.data 122506.104329                       # average overall miss latency ((Tick/Count))
system.l2.overallAvgMissLatency::total   120328.992461                       # average overall miss latency ((Tick/Count))
system.l2.blockedCycles::no_mshrs                   0                       # number of cycles access was blocked (Cycle)
system.l2.blockedCycles::no_targets                 0                       # number of cycles access was blocked (Cycle)
system.l2.blockedCauses::no_mshrs                   0                       # number of times access was blocked (Count)
system.l2.blockedCauses::no_targets                 0                       # number of times access was blocked (Count)
system.l2.avgBlocked::no_mshrs                    nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.l2.avgBlocked::no_targets                  nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.l2.demandMshrHits::cpu0.inst                 3                       # number of demand (read+write) MSHR hits (Count)
system.l2.demandMshrHits::cpu0.data                10                       # number of demand (read+write) MSHR hits (Count)
system.l2.demandMshrHits::total                    13                       # number of demand (read+write) MSHR hits (Count)
system.l2.overallMshrHits::cpu0.inst                3                       # number of overall MSHR hits (Count)
system.l2.overallMshrHits::cpu0.data               10                       # number of overall MSHR hits (Count)
system.l2.overallMshrHits::total                   13                       # number of overall MSHR hits (Count)
system.l2.demandMshrMisses::cpu0.inst             555                       # number of demand (read+write) MSHR misses (Count)
system.l2.demandMshrMisses::cpu0.data             891                       # number of demand (read+write) MSHR misses (Count)
system.l2.demandMshrMisses::total                1446                       # number of demand (read+write) MSHR misses (Count)
system.l2.overallMshrMisses::cpu0.inst            555                       # number of overall MSHR misses (Count)
system.l2.overallMshrMisses::cpu0.data            891                       # number of overall MSHR misses (Count)
system.l2.overallMshrMisses::total               1446                       # number of overall MSHR misses (Count)
system.l2.demandMshrMissLatency::cpu0.inst     53798000                       # number of demand (read+write) MSHR miss ticks (Tick)
